platform,poi_id,name,address,lat,lng,distance_text,phone,rating,review_count,price_text,open_status,near_school,search_query,url,images_paths,collected_at,institution_id,school_area_id,match_confidence,source_type,verification_status
baidu,baidu_6caa2cf784da,燎原托管,济南市新世界阳光小区西区21号楼4单元301室,,,,,3.0,,,,济南市营市东街小学,济南市营市东街小学 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_8c41d877be,area_yingdong,A,map_list,unverified_public_list
baidu,baidu_bc02bd7c4a80,小牛津学生家园,济南市经六路532号1单元101室,,,,,3.0,,,,济南市营市东街小学,济南市营市东街小学 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_d089fa0987,area_yingdong,A,map_list,unverified_public_list
baidu,baidu_698455b7dc22,图书馆小饭桌,济南市新世界阳光花园西区26号楼3单元101室,,,,,3.0,,,,济南市营市东街小学,济南市营市东街小学 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_1de2c7052b,area_yingdong,A,map_list,unverified_public_list
baidu,baidu_ebf406fdfe89,放心小饭桌,济南市经六路532号1单元103室,,,,,3.0,,,,济南市营市东街小学,济南市营市东街小学 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_ad40f6c9c7,area_yingdong,A,map_list,unverified_public_list
baidu,baidu_951399682031,槐荫向阳花小饭桌,济南市经四路542号2-2-102室,,,,,4.0,,,,济南市槐荫区实验学校,济南市槐荫区实验学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_14184ca977,area_huaiyin_shiyan,A,map_list,unverified_public_list
baidu,baidu_955fa7163bce,喜洋洋小饭桌,济南市经四路546号101室,,,,,4.0,,,,济南市槐荫区实验学校,济南市槐荫区实验学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_5107b301f8,area_huaiyin_shiyan,A,map_list,unverified_public_list
baidu,baidu_018195d88ed0,金色阳光小饭桌,济南市匡山小区67-3-101,,,,,4.0,,,,济南市槐荫区实验学校,济南市槐荫区实验学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_0c50fbbf72,area_huaiyin_shiyan,A,map_list,unverified_public_list
baidu,baidu_e5688182a545,起航小饭桌,济南市匡山小区4-2-102,,,,,4.0,,,,济南市槐荫区实验学校,济南市槐荫区实验学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_ba258dbe64,area_huaiyin_shiyan,A,map_list,unverified_public_list
baidu,baidu_890ba895510a,向日葵小饭桌,济南市匡山小区8-2-102,,,,,4.0,,,,济南市槐荫区实验学校,济南市槐荫区实验学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_e4f5a506a9,area_huaiyin_shiyan,A,map_list,unverified_public_list
baidu,baidu_398da4b69508,放心小饭桌(匡山),济南市匡山小区64-5-102,,,,,5.0,,,,济南市槐荫区实验学校,济南市槐荫区实验学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_7badda040a,area_huaiyin_shiyan,A,map_list,unverified_public_list
baidu,baidu_369a8527af43,宝贝小饭桌,济南市匡山小区40-4-101,,,,,4.0,,,,济南市槐荫区实验学校,济南市槐荫区实验学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_237e80f18b,area_huaiyin_shiyan,A,map_list,unverified_public_list
baidu,baidu_62108129118c,开心托管小饭桌,济南市匡山小区30号楼1-102号,,,,,3.0,,,,济南市槐荫区实验学校,济南市槐荫区实验学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_ab329da4ce,area_huaiyin_shiyan,A,map_list,unverified_public_list
baidu,baidu_451dc7bde632,金贝育童小饭桌,济南市匡山小区66-4-101,,,,,4.0,,,,济南市槐荫区实验学校,济南市槐荫区实验学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_302a6a1910,area_huaiyin_shiyan,A,map_list,unverified_public_list
baidu,baidu_e370ca4f4a6b,菲菲小饭桌,济南市匡山小区23-4-101,,,,,4.0,,,,济南市槐荫区实验学校,济南市槐荫区实验学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_cda9983888,area_huaiyin_shiyan,A,map_list,unverified_public_list
baidu,baidu_74cb98f190d2,圆圆小饭桌,济南市匡山小区64-4-103,,,,,4.0,,,,济南市槐荫区实验学校,济南市槐荫区实验学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_6755859753,area_huaiyin_shiyan,A,map_list,unverified_public_list
baidu,baidu_f4db448f3b1f,满意一百小饭桌,济南市匡山小区62-1-101,,,,,4.0,,,,济南市槐荫区实验学校,济南市槐荫区实验学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_22545c00bf,area_huaiyin_shiyan,A,map_list,unverified_public_list
baidu,baidu_60d2220d4702,锦绣放心小饭桌,济南市锦绣城2期4号楼2单元201,,,,,4.0,,,,济南市槐荫区杨柳春风学校,济南市槐荫区杨柳春风学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_b26acc6447,area_yangliu,A,map_list,unverified_public_list
baidu,baidu_fa41ac7691c8,真爱小饭桌,济南市兴福佳苑2-3-301,,,,,3.0,,,,济南市槐荫区杨柳春风学校,济南市槐荫区杨柳春风学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_70feb8f01e,area_yangliu,A,map_list,unverified_public_list
baidu,baidu_fc6a7bb77303,济南市槐荫区优佳家托,济南市阳光100F12-4-101,,,,,4.0,,,,济南市槐荫区泉新学校,济南市槐荫区泉新学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_318bec1b53,area_quanxin,A,map_list,unverified_public_list
baidu,baidu_ed8bc327cb68,100小饭桌,济南市阳光100F5-2-501,,,,,4.0,,,,济南市槐荫区泉新学校,济南市槐荫区泉新学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_f01e713d1a,area_quanxin,A,map_list,unverified_public_list
baidu,baidu_8ddbb37fc292,起航辅导班,济南市阳光100F15-6-102,,,,,3.0,,,,济南市槐荫区泉新学校,济南市槐荫区泉新学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_45ecddc209,area_quanxin,A,map_list,unverified_public_list
baidu,baidu_6bf1eb21fd6b,金色阳光饭桌,济南市阳光100F15-5-101,,,,,4.0,,,,济南市槐荫区泉新学校,济南市槐荫区泉新学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_f97bcc8156,area_quanxin,A,map_list,unverified_public_list
baidu,baidu_c4363045301f,智博托辅中心,济南市阳光100F5-3-702,,,,,4.0,,,,济南市槐荫区泉新学校,济南市槐荫区泉新学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_b44c8e3794,area_quanxin,A,map_list,unverified_public_list
baidu,baidu_70cdbe776f75,鲁美教育托管中心,济南市阳光100F12-7-102,,,,,4.0,,,,济南市槐荫区泉新学校,济南市槐荫区泉新学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_8c7e789c09,area_quanxin,A,map_list,unverified_public_list
baidu,baidu_ba93d9026da6,开心辅导班,济南市阳光100F22-104,,,,,5.0,,,,济南市槐荫区泉新学校,济南市槐荫区泉新学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_c6f416e114,area_quanxin,A,map_list,unverified_public_list
baidu,baidu_afaaff645ef6,优+小饭桌,济南市阳光100F22号楼1单元202,,,,,4.0,,,,济南市槐荫区泉新学校,济南市槐荫区泉新学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_479ff78443,area_quanxin,A,map_list,unverified_public_list
baidu,baidu_91e5a28943d2,袋鼠妈妈托管连锁机构阳光100十二部,济南市阳光100F12-6-902,,,,,4.0,,,,济南市槐荫区泉新学校,济南市槐荫区泉新学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:40:00-07:00,inst_7b1153978c,area_quanxin,A,map_list,unverified_public_list
baidu,baidu_bbda4ff18aaf,金牌小饭桌,济南市槐荫区营市东街28号,,,营市东街小学东校区/五院周边（目录页关联营市东街）,15853166607,,,,,济南市营市东街小学,济南市营市东街小学 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/bfhrqfrbiqds5chf.html,,2026-09-15T22:40:00-07:00,inst_5f51e1658b,area_yingdong,A,map_list,unverified_public_list
baidu,baidu_120c12622c3b,朵朵小饭桌,济南市槐荫区营市东街小学东校区,,,标注地址即营市东街小学东校区旁（估≤500m）,,,,,,济南市营市东街小学,济南市营市东街小学 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/3ab5hifkkqds5chf.html,,2026-09-15T22:40:00-07:00,inst_b38be1f9ea,area_yingdong,A,map_list,unverified_public_list
baidu,baidu_f0c204f49c88,致远托管,济南市槐荫区营市东街小学东校区周边（目录邻近推荐，精确门牌未公开）,,,朵朵小饭桌目录页邻近推荐（估≤1km）,,,,,,济南市营市东街小学,济南市营市东街小学 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/3ab5hifkkqds5chf.html,,2026-09-15T22:40:00-07:00,inst_5915b8d6da,area_yingdong,A,map_list,unverified_public_list
baidu,baidu_482ece36e93c,天天托管,济南市槐荫区营市东街小学东校区周边（目录邻近推荐，精确门牌未公开）,,,朵朵小饭桌目录页邻近推荐（估≤1km）,,,,,,济南市营市东街小学,济南市营市东街小学 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/3ab5hifkkqds5chf.html,,2026-09-15T22:40:00-07:00,inst_d38b7c1ef0,area_yingdong,A,map_list,unverified_public_list
baidu,baidu_1b15fc5aa70e,爱棋小饭桌,济南市槐荫区老屯西路与老屯东路交叉口西300米,,,老屯/匡山片区,,,,,,济南市槐荫区实验学校,济南市槐荫区实验学校 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/vwh8vnec843x5chf.html,,2026-09-15T22:40:00-07:00,inst_ce1e6d3ef8,area_huaiyin_shiyan,A,map_list,unverified_public_list
baidu,baidu_a9e475c440a4,响丁当少儿托管中心(老屯校区),济南市槐荫区老屯片区（爱棋小饭桌目录邻近）,,,爱棋小饭桌邻近教育培训推荐,,,,,,济南市槐荫区实验学校,济南市槐荫区实验学校 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/vwh8vnec843x5chf.html,,2026-09-15T22:40:00-07:00,inst_9bb721ee57,area_huaiyin_shiyan,A,map_list,unverified_public_list
baidu,baidu_4f6c3cf04457,多彩小饭桌,济南市槐荫区玉清湖街道古城鑫都小区1,,,古城鑫都；与泉景/腊山走廊相关但偏玉清湖,,,,,,济南市槐荫区泉新学校,济南市槐荫区泉新学校 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/2bniqon2iqds5chf.html,,2026-09-15T22:40:00-07:00,inst_87b96ec9a0,area_quanxin,A,map_list,unverified_public_list
baidu,baidu_edd9c9e17e27,智博小饭桌,济南市槐荫区刘长山路新路阳光100小区-F区,,,阳光100F区；近刘长山路/泉新走廊,,,,,,济南市槐荫区泉新学校,济南市槐荫区泉新学校 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/m2w8qupas2av5chf.html,,2026-09-15T22:40:00-07:00,inst_b44c8e3794,area_quanxin,A,map_list,unverified_public_list
baidu,baidu_a2ff67d580a7,芽趣托教(阳光100校区),济南市槐荫区阳光100（智博小饭桌目录邻近）,,,阳光100F区邻近,,,,,,济南市槐荫区泉新学校,济南市槐荫区泉新学校 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/m2w8qupas2av5chf.html,,2026-09-15T22:40:00-07:00,inst_4501fa699c,area_quanxin,A,map_list,unverified_public_list
baidu,baidu_e7e411931d0e,济南金贝育童校外托管服务中心,济南市槐荫区匡山小区66号楼4单元101室,,,匡山小区；招聘页公开地址,,,,,,济南市槐荫区实验学校,济南市槐荫区实验学校 小饭桌 托管,https://www.dianzhangzhipin.com/company/1HF_2Nm5Eg~~.html,,2026-09-15T22:40:00-07:00,inst_3d064d17e1,area_huaiyin_shiyan,A,map_list,unverified_public_list
baidu,baidu_0c8443463ba2,爱贝优佳校外托管服务中心,济南市槐荫区机床二厂路2-3号,,,机床二厂路（营市/槐荫中部）,,,,,,济南市营市东街小学,济南市营市东街小学 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/2bniqon2iqds5chf.html,,2026-09-15T22:40:00-07:00,inst_f96ac78552,area_yingdong,A,map_list,unverified_public_list
baidu,baidu_16d03afd382a,馨语小饭桌,济南市市中区经二纬三路望平街1号南屋,,,市中区参考；距泉海学校较远（经二路片区），非1.5km内,13256182046,,,,,济南市市中区泉海学校,济南市市中区泉海学校 小饭桌 托管,https://haoweizhi.com/shizhongqu/jiaoyupeixun/pd2ake6biqds5chf.html,,2026-09-15T22:40:00-07:00,inst_588a9c5b27,area_quanhai,A,map_list,unverified_public_list
baidu,baidu_bc0f69c14d1e,状元小饭桌,济南市市中区党杨路与玉龙山路交叉口东260米,,,市中区党杨路；与泉海/中海国际是否≤1.5km未实测,13688645909,,,,,济南市市中区泉海学校,济南市市中区泉海学校 小饭桌 托管,https://haoweizhi.com/shizhongqu/jiaoyupeixun/3andxycciqds5chf.html,,2026-09-15T22:40:00-07:00,inst_73ffa8b4ee,area_quanhai,A,map_list,unverified_public_list
gaode,gaode_B0HA67DURI,贝尔安亲托管中心济微校区,济南市槐荫区济微中学南门旁（高德检索摘要）,,,济微中学南门旁；相对营东小学非门口级，作槐荫高德样本,18354166398,,,,,济南市营市东街小学,济南槐荫 托管 site:amap.com,https://www.amap.com/place/B0HA67DURI,,2026-09-15T22:40:00-07:00,inst_5c3cd63bb2,area_yingdong,A,map_list,unverified_public_list
baidu,baidu_60d9e9cbb8bd,锦绣放心小饭桌,济南市锦绣城2期4号楼2单元201,,,锦绣城；与医学中心/杨柳春风片区估≤1km（未实测）,,4.0,,,,济南市槐荫区医学中心实验学校,济南市槐荫区医学中心实验学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:45:00-07:00,inst_b26acc6447,area_yixue,A,map_list,unverified_public_list
baidu,baidu_9aa5e1853e29,真爱小饭桌,济南市兴福佳苑2-3-301,,,兴福佳苑；医学中心周边候选（未实测）,,3.0,,,,济南市槐荫区医学中心实验学校,济南市槐荫区医学中心实验学校 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:45:00-07:00,inst_70feb8f01e,area_yixue,A,map_list,unverified_public_list
dianping,k7mlUtpnxRHO1aM7,小优伴学中小学智习托管中心,道德街街道经四路598-5号,,,距济南市槐荫人民医院住院部步行760m,,,,,,营市东街小学 / 槐荫区,dianping 托管/小饭桌 槐荫,https://www.dianping.com/shop/k7mlUtpnxRHO1aM7,,2026-09-16T00:11:00-07:00,inst_e70271686a,area_yingdong,A,dianping,unverified_public_list
dianping,H8k6oFqedjN26KQf,致远托管,营市街槐荫街36号,,,距地铁4号线营市街站C口步行430m,,3.6,1,,,营市东街小学 / 槐荫区,dianping 托管/小饭桌 槐荫,https://www.dianping.com/shop/H8k6oFqedjN26KQf,,2026-09-16T00:11:00-07:00,inst_5915b8d6da,area_yingdong,A,dianping,unverified_public_list
dianping,k4txQZ13B3t5xIxa,阳光托教(营市街),营市街槐苑欣城东侧约70米,,,距地铁4号线营市街站A口步行620m,,3.7,1,,,营市东街小学 / 槐荫区,dianping 托管/小饭桌 槐荫,https://www.dianping.com/shop/k4txQZ13B3t5xIxa,,2026-09-16T00:11:00-07:00,inst_15705dba18,area_yingdong,A,dianping,unverified_public_list
dianping,H9ON85jDtXWcUlIi,丰瞬托育中心(机车园),,,,,,,103,,,槐荫区,dianping 托管/小饭桌 槐荫,https://www.dianping.com/shop/H9ON85jDtXWcUlIi,,2026-09-16T00:05:00-07:00,inst_9c67f86c2f,,B,dianping,unverified_public_list
dianping,kaV5uESeS4P2RCkN,贝尔安亲(泉景校区),王官庄街道王官庄小区1区5号楼1-201,,,距阳光100美乐汇步行1.5km,,3.7,,,08:00-17:00,泉新学校（泉景园）,dianping 托管/小饭桌 槐荫,https://www.dianping.com/shop/kaV5uESeS4P2RCkN,,2026-09-16T00:11:00-07:00,inst_163d6c5fb8,area_quanxin,A,dianping,unverified_public_list
dianping,FG1FRyVhfdsSfqn5,贝尔安亲(济微中学校区),,,,,,,1,124,,槐荫区,dianping 托管/小饭桌 槐荫,https://www.dianping.com/shop/FG1FRyVhfdsSfqn5,,2026-09-16T00:05:00-07:00,inst_324188feea,,B,dianping,unverified_public_list
dianping,l4507Z6EjlDFQl7r,课小贝托管(昆仑校区),纬十二路81号昆仑小区19号楼底商,,,距地铁2号线八里桥站F口步行1.4km,,,,,10:00-22:00,槐荫区,dianping 托管/小饭桌 槐荫,https://www.dianping.com/shop/l4507Z6EjlDFQl7r,,2026-09-16T00:11:00-07:00,inst_c8c3c13eb3,,A,dianping,unverified_public_list
dianping,l2a3jfI9AM8YGvQC,花儿朵朵托辅中心,营市东街25号,,,距地铁4号线营市街站A口步行530m,,3.9,7,,10:00-22:00,营市东街小学 / 槐荫区,dianping 托管/小饭桌 槐荫,https://www.dianping.com/shop/l2a3jfI9AM8YGvQC,,2026-09-16T00:11:00-07:00,inst_21a446b95c,area_yingdong,A,dianping,unverified_public_list
