platform,poi_id,name,address,lat,lng,distance_text,phone,rating,review_count,price_text,open_status,near_school,search_query,url,images_paths,collected_at
baidu,baidu_bbda4ff18aaf,金牌小饭桌,济南市槐荫区营市东街28号,,,营市东街小学东校区/五院周边（目录页关联营市东街）,15853166607,,,,,济南市营市东街小学,济南市营市东街小学 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/bfhrqfrbiqds5chf.html,,2026-09-15T22:40:00-07:00
baidu,baidu_120c12622c3b,朵朵小饭桌,济南市槐荫区营市东街小学东校区,,,标注地址即营市东街小学东校区旁（估≤500m）,,,,,,济南市营市东街小学,济南市营市东街小学 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/3ab5hifkkqds5chf.html,,2026-09-15T22:40:00-07:00
baidu,baidu_f0c204f49c88,致远托管,济南市槐荫区营市东街小学东校区周边（目录邻近推荐，精确门牌未公开）,,,朵朵小饭桌目录页邻近推荐（估≤1km）,,,,,,济南市营市东街小学,济南市营市东街小学 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/3ab5hifkkqds5chf.html,,2026-09-15T22:40:00-07:00
baidu,baidu_482ece36e93c,天天托管,济南市槐荫区营市东街小学东校区周边（目录邻近推荐，精确门牌未公开）,,,朵朵小饭桌目录页邻近推荐（估≤1km）,,,,,,济南市营市东街小学,济南市营市东街小学 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/3ab5hifkkqds5chf.html,,2026-09-15T22:40:00-07:00
baidu,baidu_1b15fc5aa70e,爱棋小饭桌,济南市槐荫区老屯西路与老屯东路交叉口西300米,,,老屯/匡山片区,,,,,,济南市槐荫区实验学校,济南市槐荫区实验学校 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/vwh8vnec843x5chf.html,,2026-09-15T22:40:00-07:00
baidu,baidu_a9e475c440a4,响丁当少儿托管中心(老屯校区),济南市槐荫区老屯片区（爱棋小饭桌目录邻近）,,,爱棋小饭桌邻近教育培训推荐,,,,,,济南市槐荫区实验学校,济南市槐荫区实验学校 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/vwh8vnec843x5chf.html,,2026-09-15T22:40:00-07:00
baidu,baidu_4f6c3cf04457,多彩小饭桌,济南市槐荫区玉清湖街道古城鑫都小区1,,,古城鑫都；与泉景/腊山走廊相关但偏玉清湖,,,,,,济南市槐荫区泉新学校,济南市槐荫区泉新学校 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/2bniqon2iqds5chf.html,,2026-09-15T22:40:00-07:00
baidu,baidu_edd9c9e17e27,智博小饭桌,济南市槐荫区刘长山路新路阳光100小区-F区,,,阳光100F区；近刘长山路/泉新走廊,,,,,,济南市槐荫区泉新学校,济南市槐荫区泉新学校 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/m2w8qupas2av5chf.html,,2026-09-15T22:40:00-07:00
baidu,baidu_a2ff67d580a7,芽趣托教(阳光100校区),济南市槐荫区阳光100（智博小饭桌目录邻近）,,,阳光100F区邻近,,,,,,济南市槐荫区泉新学校,济南市槐荫区泉新学校 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/m2w8qupas2av5chf.html,,2026-09-15T22:40:00-07:00
baidu,baidu_e7e411931d0e,济南金贝育童校外托管服务中心,济南市槐荫区匡山小区66号楼4单元101室,,,匡山小区；招聘页公开地址,,,,,,济南市槐荫区实验学校,济南市槐荫区实验学校 小饭桌 托管,https://www.dianzhangzhipin.com/company/1HF_2Nm5Eg~~.html,,2026-09-15T22:40:00-07:00
baidu,baidu_0c8443463ba2,爱贝优佳校外托管服务中心,济南市槐荫区机床二厂路2-3号,,,机床二厂路（营市/槐荫中部）,,,,,,济南市营市东街小学,济南市营市东街小学 小饭桌 托管,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/2bniqon2iqds5chf.html,,2026-09-15T22:40:00-07:00
baidu,baidu_16d03afd382a,馨语小饭桌,济南市市中区经二纬三路望平街1号南屋,,,市中区参考；距泉海学校较远（经二路片区），非1.5km内,13256182046,,,,,济南市市中区泉海学校,济南市市中区泉海学校 小饭桌 托管,https://haoweizhi.com/shizhongqu/jiaoyupeixun/pd2ake6biqds5chf.html,,2026-09-15T22:40:00-07:00
baidu,baidu_bc0f69c14d1e,状元小饭桌,济南市市中区党杨路与玉龙山路交叉口东260米,,,市中区党杨路；与泉海/中海国际是否≤1.5km未实测,13688645909,,,,,济南市市中区泉海学校,济南市市中区泉海学校 小饭桌 托管,https://haoweizhi.com/shizhongqu/jiaoyupeixun/3andxycciqds5chf.html,,2026-09-15T22:40:00-07:00
gaode,gaode_B0HA67DURI,贝尔安亲托管中心济微校区,济南市槐荫区济微中学南门旁（高德检索摘要）,,,济微中学南门旁；相对营东小学非门口级，作槐荫高德样本,18354166398,,,,,济南市营市东街小学,济南槐荫 托管 site:amap.com,https://www.amap.com/place/B0HA67DURI,,2026-09-15T22:40:00-07:00
baidu,baidu_60d9e9cbb8bd,锦绣放心小饭桌,济南市锦绣城2期4号楼2单元201,,,锦绣城；与医学中心/杨柳春风片区估≤1km（未实测）,,4.0,,,,济南市槐荫区医学中心实验学校,济南市槐荫区医学中心实验学校 小饭桌 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:45:00-07:00
baidu,baidu_9aa5e1853e29,真爱小饭桌,济南市兴福佳苑2-3-301,,,兴福佳苑；医学中心周边候选（未实测）,,3.0,,,,济南市槐荫区医学中心实验学校,济南市槐荫区医学中心实验学校 托管,http://jn.bendibao.com/edu/2017918/47248.shtm,,2026-09-15T22:45:00-07:00
