institution_id,official_name,brand_name,brand_short,district,address,phone,lat,lng,near_schools,school_area_id,source_type,source_urls,screenshot_path,verification_status,match_confidence,rating,review_count,platform_poi_id,notes,collected_at
inst_237e80f18b,,宝贝小饭桌,宝贝,槐荫区,济南市匡山小区40-4-101,,,,济南市槐荫区实验学校,area_huaiyin_shiyan,map_list,http://jn.bendibao.com/edu/2017918/47248.shtm,,unverified_public_list,A,,,baidu_369a8527af43,seeded_from_poi; platform=baidu; search_query=济南市槐荫区实验学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_ab329da4ce,,开心托管小饭桌,开心,槐荫区,济南市匡山小区30号楼1-102号,,,,济南市槐荫区实验学校,area_huaiyin_shiyan,map_list,http://jn.bendibao.com/edu/2017918/47248.shtm,,unverified_public_list,A,,,baidu_62108129118c,seeded_from_poi; platform=baidu; search_query=济南市槐荫区实验学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_302a6a1910,,金贝育童小饭桌,金贝育童,槐荫区,济南市匡山小区66-4-101,,,,济南市槐荫区实验学校,area_huaiyin_shiyan,map_list,http://jn.bendibao.com/edu/2017918/47248.shtm,,unverified_public_list,A,,,baidu_451dc7bde632,seeded_from_poi; platform=baidu; search_query=济南市槐荫区实验学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_cda9983888,,菲菲小饭桌,菲菲,槐荫区,济南市匡山小区23-4-101,,,,济南市槐荫区实验学校,area_huaiyin_shiyan,map_list,http://jn.bendibao.com/edu/2017918/47248.shtm,,unverified_public_list,A,,,baidu_e370ca4f4a6b,seeded_from_poi; platform=baidu; search_query=济南市槐荫区实验学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_6755859753,,圆圆小饭桌,圆圆,槐荫区,济南市匡山小区64-4-103,,,,济南市槐荫区实验学校,area_huaiyin_shiyan,map_list,http://jn.bendibao.com/edu/2017918/47248.shtm,,unverified_public_list,A,,,baidu_74cb98f190d2,seeded_from_poi; platform=baidu; search_query=济南市槐荫区实验学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_22545c00bf,,满意一百小饭桌,满意一百,槐荫区,济南市匡山小区62-1-101,,,,济南市槐荫区实验学校,area_huaiyin_shiyan,map_list,http://jn.bendibao.com/edu/2017918/47248.shtm,,unverified_public_list,A,,,baidu_f4db448f3b1f,seeded_from_poi; platform=baidu; search_query=济南市槐荫区实验学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_b26acc6447,,锦绣放心小饭桌,锦绣放心,槐荫区,济南市锦绣城2期4号楼2单元201,,,,济南市槐荫区医学中心实验学校|济南市槐荫区杨柳春风学校,area_yangliu,map_list,http://jn.bendibao.com/edu/2017918/47248.shtm,,unverified_public_list,A,,,baidu_60d2220d4702,seeded_from_poi; platform=baidu; search_query=济南市槐荫区杨柳春风学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_70feb8f01e,,真爱小饭桌,真爱,槐荫区,济南市兴福佳苑2-3-301,,,,济南市槐荫区医学中心实验学校|济南市槐荫区杨柳春风学校,area_yangliu,map_list,http://jn.bendibao.com/edu/2017918/47248.shtm,,unverified_public_list,A,,,baidu_fa41ac7691c8,seeded_from_poi; platform=baidu; search_query=济南市槐荫区杨柳春风学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_318bec1b53,,济南市槐荫区优佳家托,济南市槐荫区优佳家托,槐荫区,济南市阳光100F12-4-101,,,,济南市槐荫区泉新学校,area_quanxin,map_list,http://jn.bendibao.com/edu/2017918/47248.shtm,,unverified_public_list,A,,,baidu_fc6a7bb77303,seeded_from_poi; platform=baidu; search_query=济南市槐荫区泉新学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_f01e713d1a,,100小饭桌,100,槐荫区,济南市阳光100F5-2-501,,,,济南市槐荫区泉新学校,area_quanxin,map_list,http://jn.bendibao.com/edu/2017918/47248.shtm,,unverified_public_list,A,,,baidu_ed8bc327cb68,seeded_from_poi; platform=baidu; search_query=济南市槐荫区泉新学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_45ecddc209,,起航辅导班,起航辅导班,槐荫区,济南市阳光100F15-6-102,,,,济南市槐荫区泉新学校,area_quanxin,map_list,http://jn.bendibao.com/edu/2017918/47248.shtm,,unverified_public_list,A,,,baidu_8ddbb37fc292,seeded_from_poi; platform=baidu; search_query=济南市槐荫区泉新学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_f97bcc8156,,金色阳光饭桌,金色阳光饭桌,槐荫区,济南市阳光100F15-5-101,,,,济南市槐荫区泉新学校,area_quanxin,map_list,http://jn.bendibao.com/edu/2017918/47248.shtm,,unverified_public_list,A,,,baidu_6bf1eb21fd6b,seeded_from_poi; platform=baidu; search_query=济南市槐荫区泉新学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_b44c8e3794,,智博托辅中心,智博,槐荫区,济南市阳光100F5-3-702,,,,济南市槐荫区泉新学校,area_quanxin,map_list,http://jn.bendibao.com/edu/2017918/47248.shtm|https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/m2w8qupas2av5chf.html,,unverified_public_list,A,,,baidu_c4363045301f,seeded_from_poi; platform=baidu; search_query=济南市槐荫区泉新学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_8c7e789c09,,鲁美教育托管中心,鲁美教育,槐荫区,济南市阳光100F12-7-102,,,,济南市槐荫区泉新学校,area_quanxin,map_list,http://jn.bendibao.com/edu/2017918/47248.shtm,,unverified_public_list,A,,,baidu_70cdbe776f75,seeded_from_poi; platform=baidu; search_query=济南市槐荫区泉新学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_c6f416e114,,开心辅导班,开心辅导班,槐荫区,济南市阳光100F22-104,,,,济南市槐荫区泉新学校,area_quanxin,map_list,http://jn.bendibao.com/edu/2017918/47248.shtm,,unverified_public_list,A,,,baidu_ba93d9026da6,seeded_from_poi; platform=baidu; search_query=济南市槐荫区泉新学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_479ff78443,,优+小饭桌,优+,槐荫区,济南市阳光100F22号楼1单元202,,,,济南市槐荫区泉新学校,area_quanxin,map_list,http://jn.bendibao.com/edu/2017918/47248.shtm,,unverified_public_list,A,,,baidu_afaaff645ef6,seeded_from_poi; platform=baidu; search_query=济南市槐荫区泉新学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_7b1153978c,,袋鼠妈妈托管连锁机构阳光100十二部,袋鼠妈妈连锁机构阳光100十二部,槐荫区,济南市阳光100F12-6-902,,,,济南市槐荫区泉新学校,area_quanxin,map_list,http://jn.bendibao.com/edu/2017918/47248.shtm,,unverified_public_list,A,,,baidu_91e5a28943d2,seeded_from_poi; platform=baidu; search_query=济南市槐荫区泉新学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_5f51e1658b,,金牌小饭桌,金牌,槐荫区,济南市槐荫区营市东街28号,15853166607,,,济南市营市东街小学,area_yingdong,map_list,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/bfhrqfrbiqds5chf.html,,unverified_public_list,A,,,baidu_bbda4ff18aaf,seeded_from_poi; platform=baidu; search_query=济南市营市东街小学 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_b38be1f9ea,,朵朵小饭桌,朵朵,槐荫区,济南市槐荫区营市东街小学东校区,,,,济南市营市东街小学,area_yingdong,map_list,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/3ab5hifkkqds5chf.html,,unverified_public_list,A,,,baidu_120c12622c3b,seeded_from_poi; platform=baidu; search_query=济南市营市东街小学 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_5915b8d6da,,致远托管,致远,槐荫区,济南市槐荫区营市东街小学东校区周边（目录邻近推荐，精确门牌未公开）,,,,济南市营市东街小学|营市东街小学 / 槐荫区,area_yingdong,map_list,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/3ab5hifkkqds5chf.html|https://www.dianping.com/shop/H8k6oFqedjN26KQf,,unverified_public_list,A,3.6,1,baidu_f0c204f49c88,seeded_from_poi; platform=baidu; search_query=济南市营市东街小学 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_ce1e6d3ef8,,爱棋小饭桌,爱棋,槐荫区,济南市槐荫区老屯西路与老屯东路交叉口西300米,,,,济南市槐荫区实验学校,area_huaiyin_shiyan,map_list,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/vwh8vnec843x5chf.html,,unverified_public_list,A,,,baidu_1b15fc5aa70e,seeded_from_poi; platform=baidu; search_query=济南市槐荫区实验学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_9bb721ee57,,响丁当少儿托管中心(老屯校区),响丁当少儿,槐荫区,济南市槐荫区老屯片区（爱棋小饭桌目录邻近）,,,,济南市槐荫区实验学校,area_huaiyin_shiyan,map_list,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/vwh8vnec843x5chf.html,,unverified_public_list,A,,,baidu_a9e475c440a4,seeded_from_poi; platform=baidu; search_query=济南市槐荫区实验学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_87b96ec9a0,,多彩小饭桌,多彩,槐荫区,济南市槐荫区玉清湖街道古城鑫都小区1,,,,济南市槐荫区泉新学校,area_quanxin,map_list,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/2bniqon2iqds5chf.html,,unverified_public_list,A,,,baidu_4f6c3cf04457,seeded_from_poi; platform=baidu; search_query=济南市槐荫区泉新学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_4501fa699c,,芽趣托教(阳光100校区),芽趣,槐荫区,济南市槐荫区阳光100（智博小饭桌目录邻近）,,,,济南市槐荫区泉新学校,area_quanxin,map_list,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/m2w8qupas2av5chf.html,,unverified_public_list,A,,,baidu_a2ff67d580a7,seeded_from_poi; platform=baidu; search_query=济南市槐荫区泉新学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_3d064d17e1,,济南金贝育童校外托管服务中心,济南金贝育童,槐荫区,济南市槐荫区匡山小区66号楼4单元101室,,,,济南市槐荫区实验学校,area_huaiyin_shiyan,map_list,https://www.dianzhangzhipin.com/company/1HF_2Nm5Eg~~.html,,unverified_public_list,A,,,baidu_e7e411931d0e,seeded_from_poi; platform=baidu; search_query=济南市槐荫区实验学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_f96ac78552,,爱贝优佳校外托管服务中心,爱贝优佳,槐荫区,济南市槐荫区机床二厂路2-3号,,,,济南市营市东街小学,area_yingdong,map_list,https://haoweizhi.com/huaiyinqu2/jiaoyupeixun/2bniqon2iqds5chf.html,,unverified_public_list,A,,,baidu_0c8443463ba2,seeded_from_poi; platform=baidu; search_query=济南市营市东街小学 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_588a9c5b27,,馨语小饭桌,馨语,市中区,济南市市中区经二纬三路望平街1号南屋,13256182046,,,济南市市中区泉海学校,area_quanhai,map_list,https://haoweizhi.com/shizhongqu/jiaoyupeixun/pd2ake6biqds5chf.html,,unverified_public_list,A,,,baidu_16d03afd382a,seeded_from_poi; platform=baidu; search_query=济南市市中区泉海学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_73ffa8b4ee,,状元小饭桌,状元,市中区,济南市市中区党杨路与玉龙山路交叉口东260米,13688645909,,,济南市市中区泉海学校,area_quanhai,map_list,https://haoweizhi.com/shizhongqu/jiaoyupeixun/3andxycciqds5chf.html,,unverified_public_list,A,,,baidu_bc0f69c14d1e,seeded_from_poi; platform=baidu; search_query=济南市市中区泉海学校 小饭桌 托管,2026-09-15T22:40:00-07:00
inst_5c3cd63bb2,,贝尔安亲托管中心济微校区,贝尔安亲济微校区,槐荫区,济南市槐荫区济微中学南门旁（高德检索摘要）,18354166398,,,济南市营市东街小学,area_yingdong,map_list,https://www.amap.com/place/B0HA67DURI,,unverified_public_list,A,,,gaode_B0HA67DURI,seeded_from_poi; platform=gaode; search_query=济南槐荫 托管 site:amap.com,2026-09-15T22:40:00-07:00
inst_e70271686a,,小优伴学中小学智习托管中心,小优伴学中小学智习,,道德街街道经四路598-5号,,,,营市东街小学 / 槐荫区,area_yingdong,dianping,https://www.dianping.com/shop/k7mlUtpnxRHO1aM7,,unverified_public_detail,A,,,k7mlUtpnxRHO1aM7,详情页可访问；未见评分、评价、营业时间或团购。,2026-09-16T00:11:00-07:00
inst_15705dba18,,阳光托教(营市街),阳光,,营市街槐苑欣城东侧约70米,,,,营市东街小学 / 槐荫区,area_yingdong,dianping,https://www.dianping.com/shop/k4txQZ13B3t5xIxa,,unverified_public_detail,A,3.7,1,k4txQZ13B3t5xIxa,详情页可访问；展示效果3.7、师资3.6、环境3.6；未见营业时间/团购。,2026-09-16T00:11:00-07:00
inst_9c67f86c2f,,丰瞬托育中心(机车园),丰瞬托育中心,,,,,,槐荫区,,dianping,https://www.dianping.com/shop/H9ON85jDtXWcUlIi,,unverified_public_detail,B,,103,H9ON85jDtXWcUlIi,来自公开搜索结果列表；详情页触发验证中心，未展开。,2026-09-16T00:05:00-07:00
inst_163d6c5fb8,,贝尔安亲(泉景校区),贝尔安亲,,王官庄街道王官庄小区1区5号楼1-201,,,,泉新学校（泉景园）,area_quanxin,dianping,https://www.dianping.com/shop/kaV5uESeS4P2RCkN,,unverified_public_detail,A,3.7,,kaV5uESeS4P2RCkN,详情页可访问；展示效果3.8、师资3.8、环境3.7；团购页显示年售约300+/100+。,2026-09-16T00:11:00-07:00
inst_324188feea,,贝尔安亲(济微中学校区),贝尔安亲,,,,,,槐荫区,,dianping,https://www.dianping.com/shop/FG1FRyVhfdsSfqn5,,unverified_public_detail,B,,1,FG1FRyVhfdsSfqn5,来自公开搜索结果列表；详情页触发验证中心，未展开。,2026-09-16T00:05:00-07:00
inst_c8c3c13eb3,,课小贝托管(昆仑校区),课小贝,,纬十二路81号昆仑小区19号楼底商,,,,槐荫区,,dianping,https://www.dianping.com/shop/l4507Z6EjlDFQl7r,,unverified_public_detail,A,,,l4507Z6EjlDFQl7r,详情页可访问；无评分/评价/团购；主图文字打码/像素化。,2026-09-16T00:11:00-07:00
inst_21a446b95c,,花儿朵朵托辅中心,花儿朵朵,,营市东街25号,,,,营市东街小学 / 槐荫区,area_yingdong,dianping,https://www.dianping.com/shop/l2a3jfI9AM8YGvQC,,unverified_public_detail,A,3.9,7,l2a3jfI9AM8YGvQC,详情页可访问；展示课程3.9、师资3.9、环境3.9；页面可见3条评价摘要，未见商户回复。,2026-09-16T00:11:00-07:00
inst_4a96cb7250,,壹心托管济南校区,壹心托管,济南,,,,,壹心托管济南校区,,douyin_profile,https://www.douyin.com/user/MS4wLjABAAAAaUBMtA-9SvagxcGJfXlgx1eQ3S1oGfkTKxnmmtUJdH8MPRQLIdeQwSV6JfHrTsaO,08_raw_screenshots/profile_full_01.png,public_profile_unverified_address,B,,,,指定目标抖音账号；主页可见昵称/粉丝/作品，但公开电话与精确门店地址未展示，故 match_confidence=B（非官方工商核验）,2026-09-16T05:36:00Z
inst_411a109d0e,,94年小王｜盘锦初中晚自习托管,94年小王｜盘锦初中晚自习,,,,,,医学中心实验学校 托管,area_yixue,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_271400b706,,东街小学欣悦托辅,东街小学欣悦,,,,,,营市东街小学 托管,area_yingdong,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_7ae829e9bb,,乐思托辅,乐思,,,,,,医学中心实验学校 托管,area_yixue,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_d2c2670203,,六六托管中心闫老师🙋（高端，专业）,六六闫老师🙋,济南,,,,,西客站托管,,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_2c4ef2679d,,十七小学繁星托管,十七小学繁星,,,,,,杨柳春风学校 托管,area_yangliu,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_a4a265e96a,,博尔安亲托管中心官方号,博尔安亲官方号,,,,,,医学中心实验学校 托管,area_yixue,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_386af912d3,,安馨托教｜西站路小学 52中午晚托,安馨｜西站路小学 52中午晚托,,,,,,西客站托管,,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_d76aafea8b,,开托管的80后,开的80后,槐荫区,,,,,槐荫托管,,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_ee11007131,,悦维美刻托管济南站,悦维美刻济南站,济南,,,,,济南托管,,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_439720f86b,,新智托管,新智,,,,,,泉新学校 托管,area_quanxin,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_c4b547ad30,,泉海托管,泉海,济南,,,,,泉海学校 托管,area_quanhai,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_7f83436a76,,济南书墨托管李老师,济南书墨李老师,济南,,,,,济南托管,,douyin_search,https://www.douyin.com/user/MS4wLjABAAAA-XE1-eX-ShMbHMdNFxFd9rBmyxb8UFySlyvYsFcyC7Y,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_cda3e13530,,济南天才自助餐托管中心,济南天才自助餐,济南,,,,,济南小饭桌,,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_80abf61274,,济南市槐荫区惠心托管中心,济南市槐荫区惠心,济南,,,,,槐荫托管,,douyin_search,https://www.douyin.com/user/MS4wLjABAAAAWdUDcQpSeHIiHy_bMc9BwZSfsRjrQaxuhgvih2V3S4Y,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_71dfac166e,,济南托管王校长,济南王校长,济南,,,,,济南托管,,douyin_search,https://www.douyin.com/user/MS4wLjABAAAAVt6NUO0w1inbThSBgrXFgWmgQNMAMm2EDy2CASLfO-E,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_cc62a5f5c6,,济南托管郑老师,济南郑老师,济南,,,,,济南托管,,douyin_search,,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_1b9fd30e4c,,济南托管高老师,济南高老师,济南,,,,,济南托管,,douyin_search,https://www.douyin.com/user/MS4wLjABAAAAIYA9gydLiokUYk3crHxZ2YAhhh7ewb0WkYC23gR4gZo,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
inst_d41efac010,,济南无忧托管,济南无忧,济南,,,,,济南托管,,douyin_search,https://www.douyin.com/user/MS4wLjABAAAAvmz3VbMJzu2DRKl8OecxleSbqSjlnDL1AHdLw67dLxM,,candidate_social_only,B,,,,济南相关关键词搜索命中的托管向抖音账号；无门店地址/电话强一致证据，作为候选机构 B,2026-09-15T23:07:00-07:00
